eventname	subjectkey	site_id_l
baseline_year_1_arm_1	NDAR_INV001611	site01
baseline_year_1_arm_1	NDAR_INV001612	site02
baseline_year_1_arm_1	NDAR_INV001613	site01
baseline_year_1_arm_1	NDAR_INV001614	site03
baseline_year_1_arm_1	NDAR_INV001615	site01
baseline_year_1_arm_1	NDAR_INV001616	site02
baseline_year_1_arm_1	NDAR_INV001617	site01
baseline_year_1_arm_1	NDAR_INV001618	site03
baseline_year_1_arm_1	NDAR_INV001619	site01
baseline_year_1_arm_1	NDAR_INV001620	site03
baseline_year_1_arm_1	NDAR_INV001621	site01
baseline_year_1_arm_1	NDAR_INV001622	site03
baseline_year_1_arm_1	NDAR_INV001623	site03
baseline_year_1_arm_1	NDAR_INV001624	site03
baseline_year_1_arm_1	NDAR_INV001625	site02
baseline_year_1_arm_1	NDAR_INV001626	site03
baseline_year_1_arm_1	NDAR_INV001627	site02
baseline_year_1_arm_1	NDAR_INV001628	site02
baseline_year_1_arm_1	NDAR_INV001629	site01
baseline_year_1_arm_1	NDAR_INV001630	site02
baseline_year_1_arm_1	NDAR_INV001631	site01
baseline_year_1_arm_1	NDAR_INV001632	site01
baseline_year_1_arm_1	NDAR_INV001633	site03
baseline_year_1_arm_1	NDAR_INV001634	site03
baseline_year_1_arm_1	NDAR_INV001635	site03
baseline_year_1_arm_1	NDAR_INV001636	site03
baseline_year_1_arm_1	NDAR_INV001637	site02
baseline_year_1_arm_1	NDAR_INV001638	site01
baseline_year_1_arm_1	NDAR_INV001639	site03
baseline_year_1_arm_1	NDAR_INV001640	site01
baseline_year_1_arm_1	NDAR_INV001641	site02
baseline_year_1_arm_1	NDAR_INV001642	site02
baseline_year_1_arm_1	NDAR_INV001643	site01
baseline_year_1_arm_1	NDAR_INV001644	site02
baseline_year_1_arm_1	NDAR_INV001645	site01
baseline_year_1_arm_1	NDAR_INV001646	site02
baseline_year_1_arm_1	NDAR_INV001647	site02
baseline_year_1_arm_1	NDAR_INV001648	site02
baseline_year_1_arm_1	NDAR_INV001649	site03
baseline_year_1_arm_1	NDAR_INV001650	site03
baseline_year_1_arm_1	NDAR_INV001651	site02
baseline_year_1_arm_1	NDAR_INV001652	site02
baseline_year_1_arm_1	NDAR_INV001653	site01
baseline_year_1_arm_1	NDAR_INV001654	site03
baseline_year_1_arm_1	NDAR_INV001655	site02
baseline_year_1_arm_1	NDAR_INV001656	site02
baseline_year_1_arm_1	NDAR_INV001657	site03
baseline_year_1_arm_1	NDAR_INV001658	site02
baseline_year_1_arm_1	NDAR_INV001659	site01
baseline_year_1_arm_1	NDAR_INV001660	site02
baseline_year_1_arm_1	NDAR_INV001661	site02
baseline_year_1_arm_1	NDAR_INV001662	site03
baseline_year_1_arm_1	NDAR_INV001663	site03
baseline_year_1_arm_1	NDAR_INV001664	site02
baseline_year_1_arm_1	NDAR_INV001665	site01
baseline_year_1_arm_1	NDAR_INV001666	site03
baseline_year_1_arm_1	NDAR_INV001667	site01
baseline_year_1_arm_1	NDAR_INV001668	site03
baseline_year_1_arm_1	NDAR_INV001669	site03
baseline_year_1_arm_1	NDAR_INV001670	site01
baseline_year_1_arm_1	NDAR_INV001671	site03
baseline_year_1_arm_1	NDAR_INV001672	site03
baseline_year_1_arm_1	NDAR_INV001673	site01
baseline_year_1_arm_1	NDAR_INV001674	site03
baseline_year_1_arm_1	NDAR_INV001675	site02
baseline_year_1_arm_1	NDAR_INV001676	site02
baseline_year_1_arm_1	NDAR_INV001677	site01
baseline_year_1_arm_1	NDAR_INV001678	site01
baseline_year_1_arm_1	NDAR_INV001679	site01
baseline_year_1_arm_1	NDAR_INV001680	site01
baseline_year_1_arm_1	NDAR_INV001681	site02
baseline_year_1_arm_1	NDAR_INV001682	site03
baseline_year_1_arm_1	NDAR_INV001683	site02
baseline_year_1_arm_1	NDAR_INV001684	site02
baseline_year_1_arm_1	NDAR_INV001685	site01
baseline_year_1_arm_1	NDAR_INV001686	site03
baseline_year_1_arm_1	NDAR_INV001687	site02
baseline_year_1_arm_1	NDAR_INV001688	site03
baseline_year_1_arm_1	NDAR_INV001689	site01
baseline_year_1_arm_1	NDAR_INV001690	site02
baseline_year_1_arm_1	NDAR_INV001691	site02
baseline_year_1_arm_1	NDAR_INV001692	site01
baseline_year_1_arm_1	NDAR_INV001693	site01
baseline_year_1_arm_1	NDAR_INV001694	site01
baseline_year_1_arm_1	NDAR_INV001695	site03
baseline_year_1_arm_1	NDAR_INV001696	site01
baseline_year_1_arm_1	NDAR_INV001697	site03
baseline_year_1_arm_1	NDAR_INV001698	site03
baseline_year_1_arm_1	NDAR_INV001699	site01
baseline_year_1_arm_1	NDAR_INV001700	site01
baseline_year_1_arm_1	NDAR_INV001701	site02
baseline_year_1_arm_1	NDAR_INV001702	site03
baseline_year_1_arm_1	NDAR_INV001703	site01
baseline_year_1_arm_1	NDAR_INV001704	site01
baseline_year_1_arm_1	NDAR_INV001705	site03
baseline_year_1_arm_1	NDAR_INV001706	site03
baseline_year_1_arm_1	NDAR_INV001707	site01
baseline_year_1_arm_1	NDAR_INV001708	site03
baseline_year_1_arm_1	NDAR_INV001709	site03
baseline_year_1_arm_1	NDAR_INV001710	site03
baseline_year_1_arm_1	NDAR_INV001711	site02
baseline_year_1_arm_1	NDAR_INV001712	site02
baseline_year_1_arm_1	NDAR_INV001713	site03
baseline_year_1_arm_1	NDAR_INV001714	site02
baseline_year_1_arm_1	NDAR_INV001715	site02
baseline_year_1_arm_1	NDAR_INV001716	site02
baseline_year_1_arm_1	NDAR_INV001717	site01
baseline_year_1_arm_1	NDAR_INV001718	site02
baseline_year_1_arm_1	NDAR_INV001719	site02
baseline_year_1_arm_1	NDAR_INV001720	site02
baseline_year_1_arm_1	NDAR_INV001721	site01
baseline_year_1_arm_1	NDAR_INV001722	site03
baseline_year_1_arm_1	NDAR_INV001723	site01
baseline_year_1_arm_1	NDAR_INV001724	site02
baseline_year_1_arm_1	NDAR_INV001725	site03
baseline_year_1_arm_1	NDAR_INV001726	site02
baseline_year_1_arm_1	NDAR_INV001727	site02
baseline_year_1_arm_1	NDAR_INV001728	site01
baseline_year_1_arm_1	NDAR_INV001729	site03
baseline_year_1_arm_1	NDAR_INV001730	site03
baseline_year_1_arm_1	NDAR_INV001731	site02
baseline_year_1_arm_1	NDAR_INV001732	site02
baseline_year_1_arm_1	NDAR_INV001733	site02
baseline_year_1_arm_1	NDAR_INV001734	site03
baseline_year_1_arm_1	NDAR_INV001735	site01
baseline_year_1_arm_1	NDAR_INV001736	site02
baseline_year_1_arm_1	NDAR_INV001737	site02
baseline_year_1_arm_1	NDAR_INV001738	site01
baseline_year_1_arm_1	NDAR_INV001739	site02
baseline_year_1_arm_1	NDAR_INV001740	site01
baseline_year_1_arm_1	NDAR_INV001741	site03
baseline_year_1_arm_1	NDAR_INV001742	site03
baseline_year_1_arm_1	NDAR_INV001743	site01
baseline_year_1_arm_1	NDAR_INV001744	site02
baseline_year_1_arm_1	NDAR_INV001745	site01
baseline_year_1_arm_1	NDAR_INV001746	site03
baseline_year_1_arm_1	NDAR_INV001747	site02
baseline_year_1_arm_1	NDAR_INV001748	site02
baseline_year_1_arm_1	NDAR_INV001749	site01
baseline_year_1_arm_1	NDAR_INV001750	site01
baseline_year_1_arm_1	NDAR_INV001751	site03
baseline_year_1_arm_1	NDAR_INV001752	site01
baseline_year_1_arm_1	NDAR_INV001753	site02
baseline_year_1_arm_1	NDAR_INV001754	site03
baseline_year_1_arm_1	NDAR_INV001755	site02
baseline_year_1_arm_1	NDAR_INV001756	site03
baseline_year_1_arm_1	NDAR_INV001757	site02
baseline_year_1_arm_1	NDAR_INV001758	site02
baseline_year_1_arm_1	NDAR_INV001759	site03
baseline_year_1_arm_1	NDAR_INV001760	site01
baseline_year_1_arm_1	NDAR_INV001761	site03
baseline_year_1_arm_1	NDAR_INV001762	site03
baseline_year_1_arm_1	NDAR_INV001763	site02
baseline_year_1_arm_1	NDAR_INV001764	site03
baseline_year_1_arm_1	NDAR_INV001765	site02
baseline_year_1_arm_1	NDAR_INV001766	site02
baseline_year_1_arm_1	NDAR_INV001767	site02
baseline_year_1_arm_1	NDAR_INV001768	site01
baseline_year_1_arm_1	NDAR_INV001769	site01
baseline_year_1_arm_1	NDAR_INV001770	site01
baseline_year_1_arm_1	NDAR_INV001771	site01
baseline_year_1_arm_1	NDAR_INV001772	site03
baseline_year_1_arm_1	NDAR_INV001773	site02
baseline_year_1_arm_1	NDAR_INV001774	site02
baseline_year_1_arm_1	NDAR_INV001775	site01
baseline_year_1_arm_1	NDAR_INV001776	site03
baseline_year_1_arm_1	NDAR_INV001777	site01
baseline_year_1_arm_1	NDAR_INV001778	site03
baseline_year_1_arm_1	NDAR_INV001779	site02
baseline_year_1_arm_1	NDAR_INV001780	site03
baseline_year_1_arm_1	NDAR_INV001781	site02
baseline_year_1_arm_1	NDAR_INV001782	site02
baseline_year_1_arm_1	NDAR_INV001783	site03
baseline_year_1_arm_1	NDAR_INV001784	site03
baseline_year_1_arm_1	NDAR_INV001785	site01
baseline_year_1_arm_1	NDAR_INV001786	site01
baseline_year_1_arm_1	NDAR_INV001787	site02
baseline_year_1_arm_1	NDAR_INV001788	site01
baseline_year_1_arm_1	NDAR_INV001789	site03
baseline_year_1_arm_1	NDAR_INV001790	site03
baseline_year_1_arm_1	NDAR_INV001791	site03
baseline_year_1_arm_1	NDAR_INV001792	site03
baseline_year_1_arm_1	NDAR_INV001793	site03
baseline_year_1_arm_1	NDAR_INV001794	site03
baseline_year_1_arm_1	NDAR_INV001795	site03
baseline_year_1_arm_1	NDAR_INV001796	site01
baseline_year_1_arm_1	NDAR_INV001797	site03
baseline_year_1_arm_1	NDAR_INV001798	site02
baseline_year_1_arm_1	NDAR_INV001799	site03
baseline_year_1_arm_1	NDAR_INV001800	site02
baseline_year_1_arm_1	NDAR_INV001801	site02
baseline_year_1_arm_1	NDAR_INV001802	site03
baseline_year_1_arm_1	NDAR_INV001803	site01
baseline_year_1_arm_1	NDAR_INV001804	site01
baseline_year_1_arm_1	NDAR_INV001805	site02
baseline_year_1_arm_1	NDAR_INV001806	site03
baseline_year_1_arm_1	NDAR_INV001807	site03
baseline_year_1_arm_1	NDAR_INV001808	site02
baseline_year_1_arm_1	NDAR_INV001809	site02
baseline_year_1_arm_1	NDAR_INV001810	site02
baseline_year_1_arm_1	NDAR_INV001811	site02
baseline_year_1_arm_1	NDAR_INV001812	site02
baseline_year_1_arm_1	NDAR_INV001813	site03
baseline_year_1_arm_1	NDAR_INV001814	site02
baseline_year_1_arm_1	NDAR_INV001815	site01
baseline_year_1_arm_1	NDAR_INV001816	site01
baseline_year_1_arm_1	NDAR_INV001817	site03
baseline_year_1_arm_1	NDAR_INV001818	site01
baseline_year_1_arm_1	NDAR_INV001819	site01
baseline_year_1_arm_1	NDAR_INV001820	site01
baseline_year_1_arm_1	NDAR_INV001821	site02
baseline_year_1_arm_1	NDAR_INV001822	site02
baseline_year_1_arm_1	NDAR_INV001823	site02
baseline_year_1_arm_1	NDAR_INV001824	site03
baseline_year_1_arm_1	NDAR_INV001825	site03
baseline_year_1_arm_1	NDAR_INV001826	site03
baseline_year_1_arm_1	NDAR_INV001827	site02
baseline_year_1_arm_1	NDAR_INV001828	site01
baseline_year_1_arm_1	NDAR_INV001829	site03
baseline_year_1_arm_1	NDAR_INV001830	site02
baseline_year_1_arm_1	NDAR_INV001831	site01
baseline_year_1_arm_1	NDAR_INV001832	site02
baseline_year_1_arm_1	NDAR_INV001833	site01
baseline_year_1_arm_1	NDAR_INV001834	site02
baseline_year_1_arm_1	NDAR_INV001835	site02
baseline_year_1_arm_1	NDAR_INV001836	site03
baseline_year_1_arm_1	NDAR_INV001837	site01
baseline_year_1_arm_1	NDAR_INV001838	site03
baseline_year_1_arm_1	NDAR_INV001839	site01
baseline_year_1_arm_1	NDAR_INV001840	site01
baseline_year_1_arm_1	NDAR_INV001841	site03
baseline_year_1_arm_1	NDAR_INV001842	site03
baseline_year_1_arm_1	NDAR_INV001843	site02
baseline_year_1_arm_1	NDAR_INV001844	site03
baseline_year_1_arm_1	NDAR_INV001845	site03
baseline_year_1_arm_1	NDAR_INV001846	site03
baseline_year_1_arm_1	NDAR_INV001847	site02
baseline_year_1_arm_1	NDAR_INV001848	site01
baseline_year_1_arm_1	NDAR_INV001849	site02
baseline_year_1_arm_1	NDAR_INV001850	site01
baseline_year_1_arm_1	NDAR_INV001851	site01
baseline_year_1_arm_1	NDAR_INV001852	site03
baseline_year_1_arm_1	NDAR_INV001853	site02
baseline_year_1_arm_1	NDAR_INV001854	site02
baseline_year_1_arm_1	NDAR_INV001855	site01
baseline_year_1_arm_1	NDAR_INV001856	site03
baseline_year_1_arm_1	NDAR_INV001857	site03
baseline_year_1_arm_1	NDAR_INV001858	site02
baseline_year_1_arm_1	NDAR_INV001859	site03
baseline_year_1_arm_1	NDAR_INV001860	site03
baseline_year_1_arm_1	NDAR_INV001861	site03
baseline_year_1_arm_1	NDAR_INV001862	site01
baseline_year_1_arm_1	NDAR_INV001863	site03
baseline_year_1_arm_1	NDAR_INV001864	site03
baseline_year_1_arm_1	NDAR_INV001865	site01
baseline_year_1_arm_1	NDAR_INV001866	site01
baseline_year_1_arm_1	NDAR_INV001867	site02
baseline_year_1_arm_1	NDAR_INV001868	site02
baseline_year_1_arm_1	NDAR_INV001869	site01
baseline_year_1_arm_1	NDAR_INV001870	site03
baseline_year_1_arm_1	NDAR_INV001871	site02
baseline_year_1_arm_1	NDAR_INV001872	site01
baseline_year_1_arm_1	NDAR_INV001873	site01
baseline_year_1_arm_1	NDAR_INV001874	site03
baseline_year_1_arm_1	NDAR_INV001875	site01
baseline_year_1_arm_1	NDAR_INV001876	site03
baseline_year_1_arm_1	NDAR_INV001877	site02
baseline_year_1_arm_1	NDAR_INV001878	site02
baseline_year_1_arm_1	NDAR_INV001879	site03
baseline_year_1_arm_1	NDAR_INV001880	site01
baseline_year_1_arm_1	NDAR_INV001881	site02
baseline_year_1_arm_1	NDAR_INV001882	site03
baseline_year_1_arm_1	NDAR_INV001883	site01
baseline_year_1_arm_1	NDAR_INV001884	site03
baseline_year_1_arm_1	NDAR_INV001885	site01
baseline_year_1_arm_1	NDAR_INV001886	site01
baseline_year_1_arm_1	NDAR_INV001887	site03
baseline_year_1_arm_1	NDAR_INV001888	site01
baseline_year_1_arm_1	NDAR_INV001889	site03
baseline_year_1_arm_1	NDAR_INV001890	site01
baseline_year_1_arm_1	NDAR_INV001891	site01
baseline_year_1_arm_1	NDAR_INV001892	site03
baseline_year_1_arm_1	NDAR_INV001893	site02
baseline_year_1_arm_1	NDAR_INV001894	site02
baseline_year_1_arm_1	NDAR_INV001895	site02
baseline_year_1_arm_1	NDAR_INV001896	site01
baseline_year_1_arm_1	NDAR_INV001897	site02
baseline_year_1_arm_1	NDAR_INV001898	site02
baseline_year_1_arm_1	NDAR_INV001899	site01
baseline_year_1_arm_1	NDAR_INV001900	site02
baseline_year_1_arm_1	NDAR_INV001901	site03
baseline_year_1_arm_1	NDAR_INV001902	site01
baseline_year_1_arm_1	NDAR_INV001903	site02
baseline_year_1_arm_1	NDAR_INV001904	site01
baseline_year_1_arm_1	NDAR_INV001905	site02
baseline_year_1_arm_1	NDAR_INV001906	site03
baseline_year_1_arm_1	NDAR_INV001907	site02
baseline_year_1_arm_1	NDAR_INV001908	site03
baseline_year_1_arm_1	NDAR_INV001909	site02
baseline_year_1_arm_1	NDAR_INV001910	site02
baseline_year_1_arm_1	NDAR_INV001911	site03
baseline_year_1_arm_1	NDAR_INV001912	site02
baseline_year_1_arm_1	NDAR_INV001913	site01
baseline_year_1_arm_1	NDAR_INV001914	site01
baseline_year_1_arm_1	NDAR_INV001915	site01
baseline_year_1_arm_1	NDAR_INV001916	site01
baseline_year_1_arm_1	NDAR_INV001917	site01
baseline_year_1_arm_1	NDAR_INV001918	site02
baseline_year_1_arm_1	NDAR_INV001919	site03
baseline_year_1_arm_1	NDAR_INV001920	site02
baseline_year_1_arm_1	NDAR_INV001921	site03
baseline_year_1_arm_1	NDAR_INV001922	site01
baseline_year_1_arm_1	NDAR_INV001923	site02
baseline_year_1_arm_1	NDAR_INV001924	site01
baseline_year_1_arm_1	NDAR_INV001925	site01
baseline_year_1_arm_1	NDAR_INV001926	site01
baseline_year_1_arm_1	NDAR_INV001927	site02
baseline_year_1_arm_1	NDAR_INV001928	site03
baseline_year_1_arm_1	NDAR_INV001929	site03
baseline_year_1_arm_1	NDAR_INV001930	site02
baseline_year_1_arm_1	NDAR_INV001931	site01
baseline_year_1_arm_1	NDAR_INV001932	site02
baseline_year_1_arm_1	NDAR_INV001933	site01
baseline_year_1_arm_1	NDAR_INV001934	site02
baseline_year_1_arm_1	NDAR_INV001935	site02
baseline_year_1_arm_1	NDAR_INV001936	site03
baseline_year_1_arm_1	NDAR_INV001937	site02
baseline_year_1_arm_1	NDAR_INV001938	site03
baseline_year_1_arm_1	NDAR_INV001939	site01
baseline_year_1_arm_1	NDAR_INV001940	site03
baseline_year_1_arm_1	NDAR_INV001941	site01
baseline_year_1_arm_1	NDAR_INV001942	site01
baseline_year_1_arm_1	NDAR_INV001943	site03
baseline_year_1_arm_1	NDAR_INV001944	site01
baseline_year_1_arm_1	NDAR_INV001945	site03
baseline_year_1_arm_1	NDAR_INV001946	site03
baseline_year_1_arm_1	NDAR_INV001947	site01
baseline_year_1_arm_1	NDAR_INV001948	site02
baseline_year_1_arm_1	NDAR_INV001949	site03
baseline_year_1_arm_1	NDAR_INV001950	site02
baseline_year_1_arm_1	NDAR_INV001951	site01
baseline_year_1_arm_1	NDAR_INV001952	site02
baseline_year_1_arm_1	NDAR_INV001953	site01
baseline_year_1_arm_1	NDAR_INV001954	site03
baseline_year_1_arm_1	NDAR_INV001955	site01
baseline_year_1_arm_1	NDAR_INV001956	site01
baseline_year_1_arm_1	NDAR_INV001957	site01
baseline_year_1_arm_1	NDAR_INV001958	site02
baseline_year_1_arm_1	NDAR_INV001959	site02
baseline_year_1_arm_1	NDAR_INV001960	site02
baseline_year_1_arm_1	NDAR_INV001961	site03
baseline_year_1_arm_1	NDAR_INV001962	site01
baseline_year_1_arm_1	NDAR_INV001963	site02
baseline_year_1_arm_1	NDAR_INV001964	site03
baseline_year_1_arm_1	NDAR_INV001965	site01
baseline_year_1_arm_1	NDAR_INV001966	site03
baseline_year_1_arm_1	NDAR_INV001967	site03
baseline_year_1_arm_1	NDAR_INV001968	site01
baseline_year_1_arm_1	NDAR_INV001969	site02
baseline_year_1_arm_1	NDAR_INV001970	site03
baseline_year_1_arm_1	NDAR_INV001971	site01
baseline_year_1_arm_1	NDAR_INV001972	site02
baseline_year_1_arm_1	NDAR_INV001973	site02
baseline_year_1_arm_1	NDAR_INV001974	site01
baseline_year_1_arm_1	NDAR_INV001975	site02
baseline_year_1_arm_1	NDAR_INV001976	site01
baseline_year_1_arm_1	NDAR_INV001977	site01
baseline_year_1_arm_1	NDAR_INV001978	site03
baseline_year_1_arm_1	NDAR_INV001979	site02
baseline_year_1_arm_1	NDAR_INV001980	site01
baseline_year_1_arm_1	NDAR_INV001981	site03
baseline_year_1_arm_1	NDAR_INV001982	site01
baseline_year_1_arm_1	NDAR_INV001983	site01
baseline_year_1_arm_1	NDAR_INV001984	site01
baseline_year_1_arm_1	NDAR_INV001985	site01
baseline_year_1_arm_1	NDAR_INV001986	site03
baseline_year_1_arm_1	NDAR_INV001987	site02
baseline_year_1_arm_1	NDAR_INV001988	site03
baseline_year_1_arm_1	NDAR_INV001989	site01
baseline_year_1_arm_1	NDAR_INV001990	site03
baseline_year_1_arm_1	NDAR_INV001991	site03
baseline_year_1_arm_1	NDAR_INV001992	site03
baseline_year_1_arm_1	NDAR_INV001993	site01
baseline_year_1_arm_1	NDAR_INV001994	site01
baseline_year_1_arm_1	NDAR_INV001995	site01
baseline_year_1_arm_1	NDAR_INV001996	site03
baseline_year_1_arm_1	NDAR_INV001997	site03
baseline_year_1_arm_1	NDAR_INV001998	site02
baseline_year_1_arm_1	NDAR_INV001999	site02
baseline_year_1_arm_1	NDAR_INV002000	site03
6_month_followup	NDAR_INV000001	site01
6_month_followup	NDAR_INV000002	site02
6_month_followup	NDAR_INV000003	site03
6_month_followup	NDAR_INV000004	site03
6_month_followup	NDAR_INV000005	site01
6_month_followup	NDAR_INV000006	site01
6_month_followup	NDAR_INV000007	site03
6_month_followup	NDAR_INV000008	site01
6_month_followup	NDAR_INV000009	site02
6_month_followup	NDAR_INV000010	site02
6_month_followup	NDAR_INV000011	site03
6_month_followup	NDAR_INV000012	site03
6_month_followup	NDAR_INV000013	site02
6_month_followup	NDAR_INV000014	site02
6_month_followup	NDAR_INV000015	site01
6_month_followup	NDAR_INV000016	site01
6_month_followup	NDAR_INV000017	site03
6_month_followup	NDAR_INV000018	site02
6_month_followup	NDAR_INV000019	site01
6_month_followup	NDAR_INV000020	site01
6_month_followup	NDAR_INV000021	site03
6_month_followup	NDAR_INV000022	site01
6_month_followup	NDAR_INV000023	site02
6_month_followup	NDAR_INV000024	site03
6_month_followup	NDAR_INV000025	site03
6_month_followup	NDAR_INV000026	site01
6_month_followup	NDAR_INV000027	site01
6_month_followup	NDAR_INV000028	site02
6_month_followup	NDAR_INV000029	site01
6_month_followup	NDAR_INV000030	site01
6_month_followup	NDAR_INV000031	site01
6_month_followup	NDAR_INV000032	site01
6_month_followup	NDAR_INV000033	site02
6_month_followup	NDAR_INV000034	site01
6_month_followup	NDAR_INV000035	site01
6_month_followup	NDAR_INV000036	site02
6_month_followup	NDAR_INV000037	site03
6_month_followup	NDAR_INV000038	site02
6_month_followup	NDAR_INV000039	site02
6_month_followup	NDAR_INV000040	site02
6_month_followup	NDAR_INV000041	site02
6_month_followup	NDAR_INV000042	site02
6_month_followup	NDAR_INV000043	site01
6_month_followup	NDAR_INV000044	site03
6_month_followup	NDAR_INV000045	site02
6_month_followup	NDAR_INV000046	site02
6_month_followup	NDAR_INV000047	site01
6_month_followup	NDAR_INV000048	site01
6_month_followup	NDAR_INV000049	site03
6_month_followup	NDAR_INV000050	site02
6_month_followup	NDAR_INV000051	site02
6_month_followup	NDAR_INV000052	site01
6_month_followup	NDAR_INV000053	site03
6_month_followup	NDAR_INV000054	site03
6_month_followup	NDAR_INV000055	site02
6_month_followup	NDAR_INV000056	site03
6_month_followup	NDAR_INV000057	site02
6_month_followup	NDAR_INV000058	site01
6_month_followup	NDAR_INV000059	site03
6_month_followup	NDAR_INV000060	site01
6_month_followup	NDAR_INV000061	site02
6_month_followup	NDAR_INV000062	site03
6_month_followup	NDAR_INV000063	site03
6_month_followup	NDAR_INV000064	site02
6_month_followup	NDAR_INV000065	site02
6_month_followup	NDAR_INV000066	site02
6_month_followup	NDAR_INV000067	site01
6_month_followup	NDAR_INV000068	site02
6_month_followup	NDAR_INV000069	site03
6_month_followup	NDAR_INV000070	site03
6_month_followup	NDAR_INV000071	site03
6_month_followup	NDAR_INV000072	site01
6_month_followup	NDAR_INV000073	site01
6_month_followup	NDAR_INV000074	site02
6_month_followup	NDAR_INV000075	site03
6_month_followup	NDAR_INV000076	site03
6_month_followup	NDAR_INV000077	site02
6_month_followup	NDAR_INV000078	site01
6_month_followup	NDAR_INV000079	site03
6_month_followup	NDAR_INV000080	site02
6_month_followup	NDAR_INV000081	site03
6_month_followup	NDAR_INV000082	site02
6_month_followup	NDAR_INV000083	site02
6_month_followup	NDAR_INV000084	site01
6_month_followup	NDAR_INV000085	site03
6_month_followup	NDAR_INV000086	site01
6_month_followup	NDAR_INV000087	site03
6_month_followup	NDAR_INV000088	site01
6_month_followup	NDAR_INV000089	site01
6_month_followup	NDAR_INV000090	site03
6_month_followup	NDAR_INV000091	site01
6_month_followup	NDAR_INV000092	site03
6_month_followup	NDAR_INV000093	site02
6_month_followup	NDAR_INV000094	site01
6_month_followup	NDAR_INV000095	site03
6_month_followup	NDAR_INV000096	site02
6_month_followup	NDAR_INV000097	site03
6_month_followup	NDAR_INV000098	site01
6_month_followup	NDAR_INV000099	site01
6_month_followup	NDAR_INV000100	site02
6_month_followup	NDAR_INV000101	site03
6_month_followup	NDAR_INV000102	site02
6_month_followup	NDAR_INV000103	site02
6_month_followup	NDAR_INV000104	site02
6_month_followup	NDAR_INV000105	site02
6_month_followup	NDAR_INV000106	site03
6_month_followup	NDAR_INV000107	site02
6_month_followup	NDAR_INV000108	site01
6_month_followup	NDAR_INV000109	site02
6_month_followup	NDAR_INV000110	site03
6_month_followup	NDAR_INV000111	site03
6_month_followup	NDAR_INV000112	site02
6_month_followup	NDAR_INV000113	site03
6_month_followup	NDAR_INV000114	site01
6_month_followup	NDAR_INV000115	site01
6_month_followup	NDAR_INV000116	site02
6_month_followup	NDAR_INV000117	site02
6_month_followup	NDAR_INV000118	site03
6_month_followup	NDAR_INV000119	site01
6_month_followup	NDAR_INV000120	site01
6_month_followup	NDAR_INV000121	site03
6_month_followup	NDAR_INV000122	site02
6_month_followup	NDAR_INV000123	site02
6_month_followup	NDAR_INV000124	site03
6_month_followup	NDAR_INV000125	site02
6_month_followup	NDAR_INV000126	site01
6_month_followup	NDAR_INV000127	site03
6_month_followup	NDAR_INV000128	site02
6_month_followup	NDAR_INV000129	site02
6_month_followup	NDAR_INV000130	site02
6_month_followup	NDAR_INV000131	site02
6_month_followup	NDAR_INV000132	site03
6_month_followup	NDAR_INV000133	site01
6_month_followup	NDAR_INV000134	site01
6_month_followup	NDAR_INV000135	site01
6_month_followup	NDAR_INV000136	site03
6_month_followup	NDAR_INV000137	site02
6_month_followup	NDAR_INV000138	site03
6_month_followup	NDAR_INV000139	site01
6_month_followup	NDAR_INV000140	site01
6_month_followup	NDAR_INV000141	site02
6_month_followup	NDAR_INV000142	site03
6_month_followup	NDAR_INV000143	site01
6_month_followup	NDAR_INV000144	site02
6_month_followup	NDAR_INV000145	site02
6_month_followup	NDAR_INV000146	site01
6_month_followup	NDAR_INV000147	site03
6_month_followup	NDAR_INV000148	site01
6_month_followup	NDAR_INV000149	site01
6_month_followup	NDAR_INV000150	site03
6_month_followup	NDAR_INV000151	site01
6_month_followup	NDAR_INV000152	site01
6_month_followup	NDAR_INV000153	site02
6_month_followup	NDAR_INV000154	site02
6_month_followup	NDAR_INV000155	site01
6_month_followup	NDAR_INV000156	site02
6_month_followup	NDAR_INV000157	site03
6_month_followup	NDAR_INV000158	site03
6_month_followup	NDAR_INV000159	site02
6_month_followup	NDAR_INV000160	site02
6_month_followup	NDAR_INV000161	site03
6_month_followup	NDAR_INV000162	site03
6_month_followup	NDAR_INV000163	site01
6_month_followup	NDAR_INV000164	site02
6_month_followup	NDAR_INV000165	site03
6_month_followup	NDAR_INV000166	site01
6_month_followup	NDAR_INV000167	site01
6_month_followup	NDAR_INV000168	site01
6_month_followup	NDAR_INV000169	site02
6_month_followup	NDAR_INV000170	site03
6_month_followup	NDAR_INV000171	site03
6_month_followup	NDAR_INV000172	site03
6_month_followup	NDAR_INV000173	site02
6_month_followup	NDAR_INV000174	site02
6_month_followup	NDAR_INV000175	site01
6_month_followup	NDAR_INV000176	site03
6_month_followup	NDAR_INV000177	site02
6_month_followup	NDAR_INV000178	site02
6_month_followup	NDAR_INV000179	site01
6_month_followup	NDAR_INV000180	site03
6_month_followup	NDAR_INV000181	site03
6_month_followup	NDAR_INV000182	site01
6_month_followup	NDAR_INV000183	site02
6_month_followup	NDAR_INV000184	site02
6_month_followup	NDAR_INV000185	site01
6_month_followup	NDAR_INV000186	site02
6_month_followup	NDAR_INV000187	site01
6_month_followup	NDAR_INV000188	site01
6_month_followup	NDAR_INV000189	site03
6_month_followup	NDAR_INV000190	site02
6_month_followup	NDAR_INV000191	site03
6_month_followup	NDAR_INV000192	site02
